imdb_id,title,year,rating,rating_count,runtime,genres,cast,runtime_clean
tt2199711,Vishwaroopam,2013.0,7.9,42952.0,PT2H28M,"Action, Thriller","Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose, Shekhar Kapur, Andrea Jeremiah, Jaideep Ahlawat, Nassar, Zarina Wahab, Samrat Chakrabarti, James Babson, Jude S. Walko, Chris Kotcher, Greg Sammis, David Scott Diaz, Melissa Bayer, Hayat Asif, Kriz Chris Henri Harriz",2h 28m
tt3405236,Raees,2017.0,6.6,54326.0,PT2H23M,"Action, Crime, Drama","Shah Rukh Khan, Nawazuddin Siddiqui, Mahira Khan, Mohd. Zeeshan Ayyub, Sheeba Chaddha, Atul Kulkarni, Narendra Jha, Jaideep Ahlawat, Uday Tikekar, Pramod Pathak, Utkarsh Mazumdar, Bimal Trivedi, Sunil Upadhyay, Fareed, Sanjay Gurbaxani, Sunny Leone, Bachan Pachehra, Raj Arjun",2h 23m
tt1787988,Talaash,2012.0,7.3,48172.0,PT2H20M,"Crime, Drama, Mystery","Aamir Khan, Kareena Kapoor, Rani Mukerji, Nawazuddin Siddiqui, Rajkummar Rao, Suhaas Ahuja, Vivan Bhatena, Pariva Pranati, Jineet Rath, Sheeba Chaddha, Shernaz Patel, Subrat Dutta, Aditi Vasudev, Gulfam Khan, Prashant Prakash, Shivani Tanksale, Ashish Nayyar, Ulhas Barve",2h 20m
tt2317337,Vicky Donor,2012.0,7.7,47658.0,PT2H6M,"Comedy, Romance","Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia, Nitanshi Goel, John Abraham, Backagaindancer, Tarun Bali, Siddharth Bhardwaj, Krishna Singh Bisht, Jayanta Das, Aaditrie Dipika, Rajesh Gautam, Swaroopa Ghosh, Kamlesh Gill, Puja Gupta, Shiva Kumar, Vijay Meenu",2h 6m
tt1562871,Ra.One,2011.0,5.0,51119.0,PT2H36M,"Action, Sci-Fi, Thriller","Shah Rukh Khan, Kareena Kapoor, Arjun Rampal, Armaan Verma, Shahana Goswami, Tom Wu, Dalip Tahil, Satish Shah, Suresh Menon, Priyanka Chopra Jonas, Sanjay Dutt, Rajinikanth, Delnaaz Irani, Atul Sharma, Joe Egan, Ben Hawkey, Alex Moore, Mark Barrows",2h 36m
tt1024943,Om Shanti Om,2007.0,6.8,55476.0,PT2H42M,"Action, Comedy, Drama","Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher, Shreyas Talpade, Bindu Desai, Jawed Sheikh, Satish Shah, Yuvika Chaudhary, Shawar Ali, Asawari Joshi, Nassar Abdulla, Lin Laishram, Masood Akhtar, Sev Anand, Amrita Arora, Malaika Arora, Shabana Azmi",2h 42m
tt8291224,Uri: The Surgical Strike,2019.0,8.2,80015.0,PT2H18M,"Action, Drama, History","Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam, Kirti Kulhari, Rajit Kapoor, Ivan Rodrigues, Manasi Parekh, Swaroop Sampat, Riva Arora, Yogesh Soman, Fareed Ahmed, Akashdeep Arora, Kallol Banerjee, Amaan Asif, Padam Bhola, Guru Bhullar, Beant Singh Buttar",2h 18m
tt2178470,Yeh Jawaani Hai Deewani,2013.0,7.3,56890.0,PT2H40M,"Comedy, Drama, Musical","Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin, Kunaal Roy Kapur, Madhuri Dixit, Farooq Shaikh, Aanoushka, Kamal Adib, Dolly Ahluwalia, Vinita Amar, Anisha, Tanvi Azmi, Priyanka Bose, Anisa Butt, Rana Daggubati, Mokshad Dodwani, Punya Darshan Gupta",2h 40m
tt13659462,Barack Obama DNC 2016 Film,2016.0,,,PT10M,Short,,10m
tt5946128,Dear Zindagi,2016.0,7.4,47017.0,PT2H31M,"Drama, Romance","Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Ali Zafar, Bobby Duggal, Angad Bedi, Aditya Roy Kapoor, Darwin, Raj Bhansali, Sharic Sequeira, Dilip, Akanksha Gade, Ira Dubey, Richard Bhakti Klein, Yashaswini Dayama, Anubhav Nanda, Abhishek Khanna, Rohit Saraf",2h 31m
tt12460948,Lugdunum (Journal du Festival Doc en Courts 2005) (Carnet Filmé: 6 octobre 2005 au 8 octobre 2005),,,,PT1H38M,Documentary,"Armand Bahadourian, Gilles Chétanian, Gérard Courant, Angèle Diabang Brener, Jacques Gerstenkorn, Mika Gianotti, Elisabeth Moulinier, Valérie Mouroux, Daniel Pelligra, Philippe Roger",1h 38m
tt2461132,Happy New Year,2014.0,5.0,43851.0,PT3H,"Action, Comedy, Drama","Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Boman Irani, Sonu Sood, Vivaan Shah, Jackie Shroff, Anupam Kher, Mohan Kapur, Varun Pruthi, Kavi Shastri, Daisy Irani, Sarah Jane Dias, Dino Morea, Malaika Arora, Kiku Sharda, Prabhu Deva, Anurag Kashyap",3h
tt14215830,BACK 2009 (silent film),2009.0,,,,"Short, Mystery",,
tt2181931,English Vinglish,2012.0,7.8,44551.0,PT2H14M,"Comedy, Drama, Family","Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand, Sujata Kumar, Sulabha Deshpande, Michael Patrick Hoban, Navika Kotia, Shivansh Kotia, Ashvin Matthew, Cory Hibbs, Rajeev Ravindranathan, Maria Romano, Sumeet Vyas, Ruth Aguilar, Ross Nathan, Damian Thompson, Neelu Sodhi",2h 14m
tt7431594,Race 3,2018.0,1.9,50049.0,PT2H40M,"Action, Thriller","Anil Kapoor, Salman Khan, Bobby Deol, Jacqueline Fernandez, Daisy Shah, Saqib Saleem, Freddy Daruwala, Naushaad Abbas, Najmeddin AlHadad, Kabir Ali, Shiv Aryan, Rajesh Babu, Krishna Banshak, Abhijit Baruah, Govind Bhana, Rajesh Bhati, Divya Bhatia, Dan Burns",2h 40m
tt1620933,Paan Singh Tomar,2012.0,8.2,39715.0,PT2H15M,"Action, Biography, Crime","Irrfan Khan, Mahie Gill, Sanjeeva Vats, Rajesh Abhay, Hemendra Dandotiya, Navneet Gairola, Mahesh Ginnilaal, Rajendra Gupta, Rajiv Gupta, Jhakkad Guru, Ashraf Ul Haq, Imran Hasnee, Zakir Hussain, Brijendra Kala, Vijay Kaushik, Jahangir Khan, Swapnil kotriwar, Swapnil Kotriwar",2h 15m
tt0347473,Main Hoon Na,2004.0,7.1,44242.0,PT3H2M,"Action, Comedy, Drama","Shah Rukh Khan, Sushmita Sen, Suniel Shetty, Zayed Khan, Amrita Rao, Kabir Bedi, Naseeruddin Shah, Boman Irani, Bindu Desai, Satish Shah, Kirron Kher, Nassar Abdulla, Kunal Kumar, Rajiv Panjabi, Rakhi Sawant, Murli Sharma, Praveen Sirohi, Shaji Chaudhary",3h 2m
tt4169250,M.S. Dhoni: The Untold Story,2016.0,8.0,74664.0,PT3H4M,"Biography, Drama, Sport","Sushant Singh Rajput, Kiara Advani, Disha Patani, Anupam Kher, Neeta Mohindra, Bhoomika Chawla, Rajesh Sharma, Mithu Chakraborty, Kumud Mishra, Kaliprasad Mukherjee, Zeeshaan, Swini Khara, Sandeep Nahar, Kranti Prakash Jha, Alok Pandey, Sanjay Dadhich, Sarvadaman Banerjee, Deepak Dutta",3h 4m
tt0883377,The Fifa 2006 World Cup Film: The Grand Finale,2007.0,6.7,418.0,PT1H53M,Documentary,"Pierce Brosnan, Fabio Cannavaro, Shakira",1h 53m
tt4340180,Direct Ishq,2016.0,4.7,97.0,PT2H10M,"Action, Comedy, Romance","Rajneesh Duggal, Nidhi Subbaiah, Arjun Bijlani, Rajesh Shringarpure, Arun Behl, Krishna Chaubey, Rajkumar Kanojia, Hemant Pandey, Padam Singh, Shiv Kumar Singh",2h 10m
tt0449994,Jodhaa Akbar,2008.0,7.5,36288.0,PT3H33M,"Action, Drama, History","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Surendra Pal, Rajesh Vivek, Pramod Moutho, V.M. Badola, Manava Naik, Disha Vakani, Dilnaz Irani, Yuri Suri, Shaji Chaudhary, Sayed Badrul Hasan",3h 33m
tt2359810,Raanjhanaa,2013.0,7.6,37405.0,PT2H20M,"Drama, Romance","Dhanush, Sonam Kapoor, Mohd. Zeeshan Ayyub, Swara Bhasker, Abhay Deol, Deepika Amin, Shilpi Marwaha, Kumud Mishra, Suraj Singh Sinsinwar, Nisha Jindal, Vipin Sharma, Naman Jain, Arvind Gaur, Sujata Kumar, Ishwak Singh, Tejpal Singh, Ginny Singh, Saniya Anklesaria",2h 20m
